# Natural Bridge Caverns, Texas 6700 Year Speleothem Stable Isotope Data
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19460
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-cave-19460.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Speleothems
#
# Dataset_DOI: 10.25921/1zs5-6868
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource:  https://www.ncei.noaa.gov/pub/data/paleo/speleothem/northamerica/usa/texas/naturalbridge2015-noaa.txt
#   Data_Download_Description: NOAA Template File; Natural Bridge Cavern Stalagmite NBJ Stable Isotope Data
#
#--------------------
# Contribution_Date
#   Date: 2015-11-06
#--------------------
# File_Last_Modified_Date
#   Date: 2025-03-20
#--------------------
# Title
#   Study_Name: Natural Bridge Caverns, Texas 6700 Year Speleothem Stable Isotope Data
#--------------------
# Investigators
#   Investigators: Wong, C.I.(https://orcid.org/0000-0002-1301-3500); Banner, J.L.; Musgrove, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: Speleothem stable isotope (d18O and d13C) from Natural Bridge Caverns, Bexar County, central Texas for the past 6,700 years. Provided Keywords: Holocene, Texas, North America. 
#--------------------
# Publication
#   Authors: Corinne I. Wong, Jay L. Banner, MaryLynn Musgrove
#   Journal_Name: Quaternary Science Reviews
#   Published_Title: Holocene climate variability in Texas, USA: An integration of existing paleoclimate data and modeling with a new, high-resolution speleothem record
#   Published_Date_or_Year: 2015
#   Volume: 127
#   Pages: 155-173
#   Issue: 
#   Report_Number: 
#   DOI: 10.1016/j.quascirev.2015.06.023
#   Full_Citation:
#   Abstract: Delineating the climate processes governing precipitation variability in drought-prone Texas is critical for predicting and mitigating climate change effects, and requires the reconstruction of past climate beyond the instrumental record. We synthesize existing paleoclimate proxy data and climate simulations to provide an overview of climate variability in Texas during the Holocene. Conditions became progressively warmer and drier transitioning from the early to mid Holocene, culminating between 7 and 3 ka (thousand years ago), and were more variable during the late Holocene. The timing and relative magnitude of Holocene climate variability, however, is poorly constrained owing to considerable variability among the different records. To help address this, we present a new speleothem (NBJ) reconstruction from a central Texas cave that comprises the highest resolution proxy record to date, spanning the mid to late Holocene. NBJ trace-element concentrations indicate variable moisture conditions with no clear temporal trend. There is a decoupling between NBJ growth rate, trace-element concentrations, and d18O values, which indicate that (i) the often direct relation between speleothem growth rate and moisture availability is likely complicated by changes in the overlying ecosystem that affect subsurface CO2 production, and (ii) speleothem d18O variations likely reflect changes in moisture source (i.e., proportion of Pacific-vs. Gulf of Mexico-derived moisture) that appear not to be linked to moisture amount.
#--------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant: ATM-0823665
#--------------------
# Site_Information
#   Site_Name: Natural Bridge Caverns
#   Location: Texas
#   Northernmost_Latitude: 29.69
#   Southernmost_Latitude: 29.69
#   Easternmost_Longitude: -98.34
#   Westernmost_Longitude: -98.34
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: NBJ2015iso
#   First_Year: 6738
#   Last_Year: 19
#   Time_Unit: cal yr BP
#   Core_Length_m: 0.2
#   Parameter_Keywords: carbon isotopes, oxygen isotopes
#   Notes: 
#--------------------
# Chronology_Information
#   Chronology: Uranium-Thorium
#   Chronology_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/templates/noaa-wds-paleo-uth-terms.csv
#     Chronology_Download_Description: Uranium-Thorium terms and definitions.
#   Chronology_Notes:
#   Rejection_Rationale:
#   238U_Decay_Constant:
#   234U_Decay_Constant:
#   230Th_Decay_Constant:
#   Initial_230Th/232Th: 4.4 +/- 4.4 ppm
#   Initial_230Th/232Th_Method:
#   Age_Model_Method:
#   Missing_Values: na
#   Chronology_Table:
# samp_id	depth_top_mm	age_corr_BP1950	age_corr_2s_yr	238U_ppb	238U_2s_ppb	232Th_ppt	232Th_2s_ppt	230Th_ppt	230Th_2s_ppt	230Th_238U_act	230Th_238U_act_2s	230Th_232Th_atom_ppm	230Th_232Th_atom_2s_ppm	d234U_init_permil	d234U_init_2s_permil	d234U_meas_permil	d234U_meas_2s_permil	date_type
# 10	2.2	8	17	326.4	0.4	77.4	3.2	0.0078	0.0010	0.001462	0.0001810	102	13	153.3	1.5	154.2	1.5	TIMS
# 11	8.4	126	51	239.54	0.32	103.9	3.4	0.0092	0.0021	0.002358	0.0005445	90	21	176.4	1.8	176.3	1.8	TIMS
# 16	13.6	1154	46	161.07	0.22	94.5	2.5	0.0351	0.0012	0.013298	0.0004599	374	16	129.7	2.1	129.3	2.1	TIMS
# Hiatus-1	14.775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hiatus
# original_top	16.4	1609	23	212.32	0.14	18.8	2.9	0.0621	0.0008	0.017859	0.0002193	3324	517	129.4	0.7	128.8	0.7	TIMS
# 12	41.1	2353	132	175.5	0.25	16.3	3.5	0.0741	0.0039	0.025805	0.0013592	4574	1000	149.9	2.3	148.9	2.3	TIMS
# 5	65.3	3374	127	179.4	0.17	34.1	3.2	0.1052	0.0037	0.035822	0.0012770	3384	369	135.6	1.4	134.2	1.4	TIMS
# 2	93.9	4240	216	156.22	1.51	239.3	3.2	0.1165	0.0053	0.045540	0.0021343	491	23	153.4	12	151.5	11.8	TIMS
# 6	114.4	4914	86	192.45	0.35	29.4	3.1	0.1630	0.0027	0.051738	0.0008550	5601	606	147.6	1.9	145.5	1.8	TIMS
# 13	138.2	5460	100	250.66	0.31	25.7	2.8	0.2352	0.0041	0.057325	0.0009925	9238	1012	150.6	1.6	148.3	1.6	TIMS
# 14	147.9	5444	130	316.03	0.41	23.4	2.8	0.2948	0.0066	0.056984	0.0012859	12724	1543	147.0	1.9	144.7	1.8	TIMS
# 7	182.3	6351	212	244.88	0.32	18.1	3.7	0.2666	0.0084	0.066515	0.0021079	14872	3117	156.5	1.8	153.7	1.8	TIMS
# 8	190.2	6400	97	247.69	0.31	38.8	3.6	0.2743	0.0039	0.067638	0.0009667	7138	674	167.1	1.8	164.7	1.8	TIMS
# original_bottom	201.5	6863	75	227.15	0.61	16.2	2.2	0.2647	0.0026	0.071193	0.0007359	16436	2230	149.1	1.4	146.2	1.4	TIMS
#--------------------
# Variables
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables list, one per line, shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## depth_mm	depth,,,millimeter,,speleothems,,,N,
## age_calBP	age,,,calendar year before present,,speleothems,,,N,
## d18OcarbPDB	delta 18O,calcium carbonate,,per mil VPDB,,speleothems,raw,isotope ratio mass spectrometry,N,
## d13CcarbPDB	delta 13C,calcium carbonate,,per mil VPDB,,speleothems,raw,isotope ratio mass spectrometry,N,
#--------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing_Value: na
depth_mm	age_calBP	d18OcarbPDB	d13CcarbPDB
0.1	18.10	-2.96	-5.71
0.4	23.81	-4.36	-8.05
0.7	29.72	-4.22	-7.99
1	35.73	-4.57	-8.28
1.3	41.74	-4.62	-7.76
1.6	47.64	-4.46	-8.49
1.9	53.33	-4.7	-7.54
2.2	58.72	-4.52	-7.11
2.5	63.79	-4.7	-7.5
3.1	73.20	-4.47	-7.02
3.4	77.62	-4.99	-8.18
3.7	81.93	-4.39	-6.44
4	86.16	-3.12	-6.77
4.3	90.36	-4.54	-7.24
4.6	94.54	-4.6	-7.09
4.9	98.69	-4.07	-6.16
5.2	102.82	-4.03	-6.14
5.5	106.93	-4.08	-6.85
5.8	111.00	-4.65	-7.31
6	113.71	-4.29	-7.38
6.3	117.74	-4.46	-7.31
6.6	121.76	-4.37	-6.61
6.75	123.76	-4.45	-6.28
6.75	123.76	-4.54	-6.91
6.9	125.77	-4.57	-6.77
6.9	125.77	-4.62	-6.98
7	127.10	-4.45	-6.89
7.05	127.77	-4.58	-7.01
7.05	127.77	-4.52	-6.99
7.2	129.78	-4.63	-7.72
7.35	131.80	-4.6	-7.92
7.5	133.81	-4.7	-7.56
7.65	135.84	-3.39	-7.72
7.8	137.87	-4.65	-8.13
7.95	139.92	-4.52	-8.02
8.1	141.97	-4.45	-7.44
8.25	144.03	-4.37	-6.79
8.4	146.10	-4.58	-7.27
8.55	148.17	-4.55	-7.62
8.7	150.23	-4.6	-7.63
9	154.34	-4.57	-7.52
9	154.34	-4.36	-6.53
9.15	156.38	-4.17	-6.43
9.3	158.40	-4.29	-7.97
9.45	160.40	-4.33	-8.07
9.6	162.37	-4.2	-7.5
9.75	164.32	-4.24	-6.65
9.9	166.23	-4.15	-6.57
10.05	168.11	-4.22	-7.33
10.2	169.95	-4.13	-7.5
10.35	171.74	-3.99	-7
10.5	173.50	-4.17	-6.29
10.65	175.21	-4.16	-6.69
10.8	176.88	-4.02	-6.68
10.95	178.50	-4.13	-6.75
11	179.03	-4.22	-7.02
11.1	180.08	-4.09	-6.17
11.25	181.60	-4.27	-6.07
11.4	183.08	-4.25	-6.15
11.55	184.50	-4.2	-6.56
11.7	185.87	-4.04	-6.32
11.85	187.19	-4.17	-6.18
12	188.45	-4.16	-6.45
12.15	189.65	-4.09	-6.18
12.3	190.81	-3.98	-6.18
12.45	191.94	-4.27	-6.23
12.6	193.03	-4.14	-5.99
12.75	194.12	-4.17	-6.06
12.9	195.20	-4.12	-5.96
13	195.92	-4.13	-6.06
13.05	196.29	-3.99	-6.07
13.2	197.39	-3.42	-5.65
13.35	198.53	-3.86	-5.06
13.5	199.71	-3.49	-3.13
13.65	200.94	-2.83	-1.47
13.95	203.59	-3.67	-2.43
14	204.06	-3.77	-4.3
14.1	205.04	-3.31	-2.48
14.25	206.57	-3.88	-2.92
14.4	208.17	-4.01	-3.13
14.55	209.84	-4.08	-3.49
14.7	211.56	-4.24	-3.45
14.85	1569.99	-4.55	-3.88
15	1575.25	-3.92	-4.15
15	1575.25	-4.73	-3.12
15.15	1580.51	-4.41	-4.06
15.3	1585.77	-4.53	-4.04
15.45	1591.03	-4.56	-4.11
15.6	1596.29	-4.31	-4.13
16	1610.32	-4.52	-4.11
17	1645.54	-4.23	-4.19
18	1680.95	-4.33	-3.69
18.95	1714.45	-4.05	-3.6
20	1751.21	-4.68	-3.89
20.85	1781.04	-4.52	-3.54
22	1821.71	-4.36	-3.81
22.75	1848.29	-4.43	-3.81
24	1892.45	-4.46	-3.51
24.65	1915.38	-4.45	-3.57
26	1962.96	-4.49	-3.48
26.55	1982.29	-4.69	-3.78
27.5	2015.57	-4.16	-3.59
28.45	2048.84	-4.14	-3.73
29.4	2082.24	-4.41	-3.75
30.35	2115.66	-4.18	-3.83
31.3	2148.87	-4.33	-3.81
32.25	2181.89	-4.38	-4
33.2	2214.90	-3.9	-3.86
34.15	2247.96	-4.66	-3.85
35.1	2280.98	-4.3	-3.96
36.05	2313.93	-4.1	-3.99
37.95	2379.84	-4.11	-3.57
38.9	2412.80	-3.84	-3.67
39.85	2445.75	-4.03	-3.57
40.8	2478.81	-4.17	-3.68
41.75	2512.05	-4.36	-4.05
42.7	2545.39	-4.51	-3.86
43.65	2578.76	-4.39	-3.63
45.55	2645.54	-4.08	-3.92
46.5	2678.97	-4.06	-3.78
47.45	2712.46	-4.11	-3.55
49.35	2780.28	-4.12	-3.48
50.3	2814.71	-4.33	-3.89
51.25	2849.24	-4.07	-3.47
52.2	2883.98	-4.17	-3.62
53.15	2919.27	-4.37	-3.82
54.1	2955.06	-4.13	-3.27
55.05	2990.81	-4.45	-3.48
56	3026.15	-4.25	-3
56.95	3060.88	-4.26	-3.1
57.9	3095.05	-4.42	-3.18
58.85	3129.07	-4.35	-3.15
59.75	3161.43	na	-3.4
59.8	3163.24	-4.7	-3.46
60.75	3197.43	-4.45	-3.67
60.75	3197.43	-4.52	-3.71
61.7	3231.51	-4.32	-3.18
62.53	3261.15	-4.42	-3.1
62.65	3265.42	-4.2	-3.05
63.6	3299.12	-4.16	-3.23
64.53	3331.99	-4.25	-3.06
64.55	3332.70	-4.63	-3.17
65.58	3369.05	-4.07	-3.3
66.53	3402.39	-4.06	-3.45
67.58	3438.86	-4.46	-3.18
68.53	3471.76	-4.42	-3.09
69.58	3508.36	-4.32	-3.23
70.53	3541.51	-4.36	-3.29
71.58	3577.82	-4.34	-3.5
72.53	3610.40	-4.4	-3.55
73.58	3646.31	-4.27	-3.46
75.58	3714.27	-4.52	-3.11
76.53	3746.30	-4.19	-2.98
77.58	3781.55	-4.24	-3.24
78.53	3813.45	-4.5	-3.45
79.58	3848.89	-4.57	-2.86
80.53	3881.13	-4.39	-2.91
81.58	3916.85	-3.97	-2.74
82.53	3948.94	-4.53	-2.58
83.58	3983.81	-4.28	-2.87
84.53	4015.08	-4.3	-3.15
85.58	4049.77	-4.03	-3.02
86.53	4081.07	-4.32	-2.95
87.58	4115.17	-4.49	-3.45
88.53	4145.84	-4.28	-3.3
89.58	4180.01	-3.77	-3.24
90.53	4211.01	-3.82	-3.1
91.58	4245.02	-3.87	-2.77
93	4290.81	-4.28	-3.27
94.05	4324.73	-4.33	-3.07
95	4355.30	-4.5	-3.01
96.05	4388.94	-4.48	-3.33
97.1	4422.56	-4.15	-2.95
98.15	4456.35	-4.03	-2.99
99.2	4490.43	-4.31	-3.61
100.25	4524.65	-4.2	-3.31
101.3	4558.61	-3.99	-3.08
102	4581.17	-4.2	-3.46
102.35	4592.50	-4.24	-3.68
103	4613.73	-4.31	-3.34
103.4	4626.93	-4.33	-3.5
104	4646.82	-4.59	-3.64
104.45	4661.75	-4.56	-3.51
105	4679.94	-4.49	-3.64
105	4679.94	-4.51	-3.8
106	4712.70	-4.5	-3.02
106	4712.70	-4.45	-2.98
107	4744.94	-4.66	-3.67
108	4776.50	-4.71	-3.47
108	4776.50	-4.58	-3
109	4807.22	-4.68	-3.74
110	4837.20	-4.16	-3.13
111	4866.99	-4.18	-3.55
112	4896.73	-4.12	-3.98
113	4925.87	-4.17	-3.69
114	4954.33	-4.26	-3.78
115	4982.97	-4.47	-3.72
116	5011.72	-4.42	-4.01
117	5038.86	-4.28	-4.04
118	5063.91	-4.58	-4.01
119	5088.74	-4.09	-3.69
120	5113.82	-4.64	-4
121	5136.82	-4.54	-3.82
122	5156.87	-4.36	-4.02
123	5175.94	-4.1	-4.35
124	5195.40	-4.09	-4.76
125	5215.15	-3.99	-4.06
126	5235.36	-4.07	-4.52
127	5256.90	-4.01	-4.53
128	5279.00	na	-4.96
129	5302.84	-4.49	-5.13
130	5325.38	-3.97	-4.65
131	5348.63	-4.21	-4.46
132	5373.22	-4.12	-4.75
133	5398.59	-4.4	-5.11
134	5424.34	-4.28	-5.1
135	5450.50	-4.56	-4.63
