source,page,lab_number,date_bp,error,cal_start_bc,cal_end_bc,material,site,feature,raw_text
Kidder - 2006 - Climate Change and the Archaic to Woodland Transit.pdf,12,,5000,2000,,,,,,xists for Late Archaic and Early Woodland in southeast Missouri (Lafferty and Price 1996; Lewis 1996) (Figure 1). Figure 3 and Table 2 show the regional radiocarbon chronology for the period ca. 5000-2000 B.P. (Buchner et al. 2003; Chapman et al. 1999; Lafferty 1998; Lafferty and Hess 1996). OxCal analysis of the Late Archaic and Early Woodland chronology returned a very robust agree- ment index of 107
